업종,업종코드,공장규모,용도지역,생산품,대기오염,수질오염,소음/진동여부,생활용수(톤/일),산업용수(톤/일),lon,lat
일반용 전기 조명장치 제조업,28422,소기업,도시지역,조명기구,해당없음,해당없음,무,0,0,126.966774,37.401886
"전시 및 광고용 조명장치 제조업,방송장비 제조업,전구 및 램프 제조업,일반용 전기 조명장치 제조업,기타 조명장치 제조업,철도차량 부품 및 관련 장치물 제조업",2.84E+29,소기업,도시지역,LED전광판외,해당없음,해당없음,무,0,0,126.972984,37.391272
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,인버터 등(전력변환장치 등),해당없음,해당없음,무,0,0,126.969176,37.401375
"배전반 및 전기 자동제어반 제조업,기기용 자동측정 및 제어장치 제조업,산업처리공정 제어장비 제조업",2.81E+14,소기업,도시지역,"자동제어반, 제어장치, 제어장비",해당없음,해당없음,무,,,126.974757,37.397099
"레이더, 항행용 무선기기 및 측량기구 제조업",27211,소기업,도시지역,기상과학장치 외,해당없음,해당없음,무,,,126.97244,37.39306
기체 여과기 제조업,29174,소기업,도시지역,"환경설비, 공기정화기",해당없음,해당없음,무,,,126.969176,37.401375
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,튜브봉합기외,해당없음,해당없음,무,,,126.969527,37.392224
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,자동측정 및 제어장치,해당없음,해당없음,무,,,126.969176,37.401375
"이동전화기 제조업,기타 무선 통신장비 제조업",2642226429,소기업,도시지역,휴대폰 부품,해당없음,해당없음,무,,,126.943143,37.385999
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,자동전압 절환스위치,해당없음,해당없음,무,,,126.970959,37.398183
"기타 운동 및 경기용구 제조업,직물포대 제조업,모자 제조업,가방 및 기타 보호용 케이스 제조업",3.33E+19,소기업,도시지역,골프용품,해당없음,해당없음,무,,,126.969714,37.392577
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,"산업용 측정, 제어기기",해당없음,해당없음,무,,,126.966774,37.401886
산업처리공정 제어장비 제조업,27216,소기업,도시지역,자동화 기기,해당없음,해당없음,무,,,126.97244,37.39306
공기 조화장치 제조업,29172,소기업,도시지역,"클린룸장비, 클린룸제어기기",해당없음,해당없음,무,,,126.958945,37.392221
기타 무선 통신장비 제조업,26429,소기업,도시지역,모바일 악세사리,해당없음,해당없음,무,,,126.969136,37.398483
"방송장비 제조업,기타 무선 통신장비 제조업",2642126429,중기업,도시지역,이동통신기지국용안테나 외,해당없음,해당없음,무,,,126.966351,37.400657
유선 통신장비 제조업,26410,소기업,도시지역,위성방송수신기,해당없음,해당없음,무,,,126.965912,37.406285
사무용 기계 및 장비 제조업,29180,소기업,도시지역,위폐감별계수기,해당없음,해당없음,무,,,126.970745,37.389027
"전기경보 및 신호장치 제조업,금속탱크 및 저장용기 제조업,압축 및 액화 가스용기 제조업,배전반 및 전기 자동제어반 제조업,그 외 기타 전기장비 제조업",2.89E+24,소기업,도시지역,초전도자석 및 전자장비,해당없음,해당없음,무,0.3,,126.948641,37.369892
속도계 및 적산계기 제조업,27214,소기업,도시지역,"수도,온수미터, 적산열량계",해당없음,해당없음,무,,,126.97244,37.39306
"그 외 기타 전자부품 제조업,전자부품 실장기판 제조업,그 외 기타 의료용 기기 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,배전반 및 전기 자동제어반 제조업,전기경보 및 신호장치 제조업,그 외 기타 전기장비 제조업,그 외 기타 달리 분류되지 않은 운송장비 제조업",2.63E+44,소기업,도시지역,"전원공급기, 전기차",해당없음,해당없음,무,,,126.950509,37.367944
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,산업용 Vision System 등,해당없음,해당없음,무,,,126.953098,37.370066
"남자용 겉옷 제조업,여자용 겉옷 제조업,근무복, 작업복 및 유사의복 제조업,가죽의복 제조업,유아용 의복 제조업",1.41E+24,소기업,도시지역,일반의류,해당없음,해당없음,무,,,126.938935,37.397711
승강기 제조업,29162,소기업,도시지역,승강기 안전부품,해당없음,해당없음,무,,,126.969938,37.396841
"컴퓨터 제조업,전자카드 제조업,기타 주변기기 제조업,유선 통신장비 제조업,방송장비 제조업,기타 무선 통신장비 제조업,비디오 및 기타 영상기기 제조업,기타 음향기기 제조업,전시 및 광고용 조명장치 제조업,전기경보 및 신호장치 제조업,교통 신호장치 제조업,기타 물품 취급장비 제조업",2.63E+59,소기업,도시지역,"영상/음향기기, CCTV, 방송장비 등",해당없음,해당없음,무,,,126.969136,37.398483
"기타 무선 통신장비 제조업,레이더, 항행용 무선기기 및 측량기구 제조업,무인 항공기 및 무인 비행장치 제조업",2.64E+14,중기업,도시지역,원격측정장치 등,해당없음,해당없음,무,0.5,,126.971524,37.409704
유선 통신장비 제조업,26410,소기업,도시지역,"유선통신장비(교환기, 전송장비)",해당없음,해당없음,무,0.1,,126.966774,37.401886
절연 코드세트 및 기타 도체 제조업,28303,소기업,도시지역,산업용 신호케이블 등,해당없음,해당없음,무,1.05,,126.949021,37.369382
기타 가정용 전기기기 제조업,28519,소기업,도시지역,헬스케어기기,해당없음,해당없음,무,,,126.97043,37.398016
기타 광학기기 제조업,27309,중기업,도시지역,"자동세포계수기, 세포투명화장비, 디지털이미징장비",해당없음,해당없음,무,,,126.96637,37.39845
그 외 기타 특수목적용 기계 제조업,29299,소기업,도시지역,PVD 코팅장비 및 장비부품,해당없음,해당없음,무,,,126.953098,37.370066
일반용 전기 조명장치 제조업,28422,소기업,도시지역,LED 조명 등기구,해당없음,해당없음,무,,,126.948036,37.370427
"그 외 기타 의료용 기기 제조업,기타 운동 및 경기용구 제조업",2719933309,소기업,도시지역,체력측정장비,해당없음,해당없음,무,,,126.971652,37.391287
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,의료기기,해당없음,해당없음,무,,,126.948187,37.370104
"전자기 측정, 시험 및 분석기구 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업,산업처리공정 제어장비 제조업,전기회로 접속장치 제조업,배전반 및 전기 자동제어반 제조업",2.72E+29,소기업,도시지역,"PLC자동제어반, 계장제어반, 수질측정기기반, 영상감시제어반 등",해당없음,해당없음,무,,,126.971652,37.391287
"전시 및 광고용 조명장치 제조업,배전반 및 전기 자동제어반 제조업",2842328123,소기업,도시지역,"LED전광판부품, 전자간판 등",해당없음,해당없음,무,,,126.972984,37.391272
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,"방수형 단자대, 배전반",해당없음,해당없음,무,,,126.968883,37.393903
경 인쇄업,18111,소기업,도시지역,"도서, 책",해당없음,해당없음,무,,,126.969176,37.401375
일반용 전기 조명장치 제조업,28422,소기업,도시지역,LED 유도등외,해당없음,해당없음,무,,,126.949824,37.370083
"방송장비 제조업,기타 음향기기 제조업",2642126529,소기업,도시지역,"통신제품, CATV,CCTV,영상음향기기",해당없음,해당없음,무,,,126.968883,37.393903
"기타 가정용 전기기기 제조업,공기 조화장치 제조업,기체 여과기 제조업",2.85E+14,소기업,도시지역,환기청정기,해당없음,해당없음,무,0.1,,126.968883,37.393903
공기 조화장치 제조업,29172,소기업,도시지역,"공기조화기, 국소청정시스템",해당없음,해당없음,무,0.5,,126.969176,37.401375
기타 무선 통신장비 제조업,26429,소기업,도시지역,무선 통신 BOX 및 MODULE,해당없음,해당없음,무,,,126.968309,37.399485
유아용 의복 제조업,14194,소기업,도시지역,유아 의복,해당없음,해당없음,무,0,0,126.972432,37.397809
인형 및 장난감 제조업,33401,소기업,도시지역,봉제 인형,해당없음,해당없음,무,,,126.973705,37.393089
비디오 및 기타 영상기기 제조업,26519,소기업,도시지역,블랙박스,해당없음,해당없음,무,0.5,,126.966367,37.400324
"전시 및 광고용 조명장치 제조업,기타 무선 통신장비 제조업",2842326429,소기업,도시지역,"가변정보표시판통신장비,전광판",해당없음,해당없음,무,0,0,126.970806,37.398641
한의약품 제조업,21220,소기업,도시지역,한약제,5종,해당없음,무,0,0,126.967897,37.398274
"배전반 및 전기 자동제어반 제조업,컴퓨터 제조업,전자기 측정, 시험 및 분석기구 제조업,물질 검사, 측정 및 분석기구 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업,산업처리공정 제어장비 제조업,일반용 전기 조명장치 제조업",2.81E+39,소기업,도시지역,공장자동화용컴퓨터시스템,해당없음,해당없음,무,0,0,126.936041,37.389963
전자축전기 제조업,26291,소기업,도시지역,고정식축전기,해당없음,해당없음,유,0,0,126.969592,37.398207
"문구용 종이제품 제조업,오프셋 인쇄업,기타 인쇄업,기타 인쇄관련 산업",1.79E+19,중기업,도시지역,"인쇄업,금.은박처리업",해당없음,5종,유,0,0,126.945325,37.385
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,산업용제어장치,해당없음,해당없음,무,0,0,126.936041,37.389963
"도시락류 제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),육류 기타 가공 및 저장처리업 (가금류 제외),수산동물 훈제, 조리 및 유사 조제식품 제조업,수산식물 가공 및 저장 처리업,김치류 제조업,과실 및 그 외 채소 절임식품 제조업,기타 과실ㆍ채소 가공 및 저장 처리업,식용 정제유 및 가공유 제조업,액상시유 및 기타 낙농제품 제조업,곡물 혼합분말 및 반죽 제조업,전분제품 및 당류 제조업,빵류 제조업,과자류 및 코코아 제품 제조업,면류, 마카로니 및 유사식품 제조업,식초, 발효 및 화학 조미료 제조업,천연 및 혼합조제 조미료 제조업,기타 식품 첨가물 제조업,기타 식사용 가공처리 조리식품 제조업,수프 및 균질화식품 제조업,그 외 기타 식료품 제조업,기타 비알코올 음료 제조업",1.08E+109,대기업,도시지역,"카레, 케찹, 마요네즈, 식초 등",2종,3종,유,316,550,126.97152,37.389349
"구두류 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업,근무복, 작업복 및 유사의복 제조업,그 외 기타 봉제의복 제조업,기타 신발 제조업",1.52E+29,소기업,도시지역,"구두,안전화, 근무복",해당없음,해당없음,무,0,0,126.936041,37.389963
그 외 기타 전기장비 제조업,28909,소기업,도시지역,인버터용접기,해당없음,해당없음,무,0,0,126.936041,37.389963
"기타 전기 변환장치 제조업,무기 및 총포탄 제조업,전자축전기 제조업,전자저항기 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,기타 음향기기 제조업,속도계 및 적산계기 제조업,변압기 제조업,방전램프용 안정기 제조업,에너지 저장장치 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,배전반 및 전기 자동제어반 제조업",2.81E+79,소기업,도시지역,전원공급장치및전자부품,해당없음,해당없음,무,0,0,126.942553,37.389391
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,"콘넥터,하네스",해당없음,해당없음,무,0,0,126.938174,37.390063
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,반도체용스파트링타게,해당없음,해당없음,무,0,0,126.96757,37.401515
"컴퓨터 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업",2.63E+14,소기업,도시지역,"컴퓨터, 유무선통신기기",해당없음,해당없음,무,0,0,126.939733,37.390014
"일차전지 제조업,축전지 제조업",2820128202,소기업,도시지역,"1,2차전지",해당없음,해당없음,유,0,0,126.944517,37.387876
